carat,cut,color,clarity,depth,table,x,y,z,price
0.3,Very Good,F,SI2,62.2,58.0,4.22,4.33,2.66,394
0.41,Good,H,SI1,63.8,56.0,4.74,4.69,3.01,876
0.71,Ideal,H,VS1,61.2,56.0,5.76,5.81,3.54,2909
0.81,Good,H,SI1,63.0,58.0,5.79,5.87,3.67,2534
1.11,Ideal,F,VS2,61.7,55.0,6.65,6.67,4.11,7473
0.7,Ideal,H,SI2,60.6,54.0,5.73,5.65,3.45,1715
0.53,Very Good,E,SI1,59.7,59.0,5.27,5.29,3.15,1415
0.41,Ideal,D,SI1,61.7,54.0,4.79,4.78,2.95,1015
0.5,Ideal,F,SI1,60.1,56.0,5.19,5.22,3.13,1232
2.06,Ideal,J,SI2,61.9,55.0,8.23,8.19,5.08,11337
1.14,Premium,G,SI1,62.3,59.0,6.66,6.69,4.16,5548
0.7,Premium,G,VS1,62.8,57.0,5.67,5.64,3.55,2535
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2398
0.39,Ideal,D,VS1,61.8,54.0,4.69,4.73,2.91,988
0.91,Very Good,F,SI1,63.5,58.0,6.15,6.1,3.89,3195
0.9,Premium,F,SI2,61.5,59.0,6.2,6.23,3.82,3770
1.27,Good,J,SI2,66.0,59.0,6.71,6.75,4.44,4542
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3189
0.3,Ideal,F,IF,60.9,56.0,4.33,4.37,2.65,886
1.24,Ideal,I,VS2,62.0,55.0,6.9,6.87,4.27,6076
0.51,Ideal,D,VS2,60.8,57.0,5.18,5.21,3.16,1769
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5937
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5037
0.3,Ideal,D,SI1,62.5,57.0,4.29,4.32,2.69,552
1.0,Fair,G,I1,61.7,57.0,6.39,6.28,3.91,2723
1.37,Very Good,I,SI2,63.0,57.0,6.98,7.05,4.42,5584
0.23,Very Good,D,VVS2,62.4,53.0,3.94,3.95,2.46,458
1.04,Very Good,G,IF,60.7,58.0,6.52,6.65,4.0,8655
1.44,Premium,H,SI2,62.1,55.0,7.25,7.2,4.49,7419
0.31,Ideal,G,VVS2,62.5,53.0,4.37,4.4,2.74,677
0.71,Good,I,VS1,61.5,64.0,5.76,5.65,3.51,2327
0.72,Premium,F,VS2,62.7,59.0,5.75,5.71,3.59,2607
0.51,Ideal,E,SI1,61.5,54.0,5.15,5.19,3.18,1356
0.9,Good,I,VVS1,62.4,61.0,6.05,6.09,3.79,3972
0.75,Premium,G,SI1,59.4,62.0,5.95,5.91,3.52,1980
0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,394
0.26,Ideal,H,SI1,60.5,58.0,4.16,4.17,2.52,474
0.74,Ideal,F,VS1,62.0,54.8,5.81,5.83,3.61,3340
0.71,Fair,G,SI2,64.8,58.0,5.6,5.57,3.62,2055
0.33,Ideal,E,VVS1,61.8,57.0,4.43,4.4,2.73,1052
0.31,Ideal,F,IF,61.1,54.0,4.39,4.42,2.69,921
1.52,Premium,J,VS2,62.0,59.0,7.28,7.31,4.52,7758
1.0,Good,F,SI2,64.1,58.0,6.35,6.26,4.04,3799
1.0,Good,E,SI2,63.7,61.0,6.32,6.27,4.01,3889
0.78,Ideal,E,SI1,60.4,57.0,5.95,6.0,3.61,3671
0.5,Very Good,D,SI2,63.1,56.0,5.05,4.96,3.16,1015
0.34,Ideal,D,VS1,60.7,57.0,4.51,4.55,2.75,749
1.06,Ideal,H,SI2,60.6,55.0,6.62,6.65,4.02,4622
0.85,Ideal,J,SI1,62.3,55.0,6.1,6.06,3.79,2366
0.31,Very Good,F,VS2,62.8,56.0,4.28,4.32,2.7,625
0.3,Ideal,H,VVS2,61.5,56.0,4.34,4.38,2.68,581
1.5,Very Good,J,VVS2,63.3,57.0,7.28,7.25,4.6,8427
0.33,Premium,I,VS2,61.1,59.0,4.4,4.44,2.7,463
0.32,Premium,E,I1,60.9,58.0,4.38,4.42,2.68,345
0.43,Premium,D,VS2,60.7,58.0,4.88,4.84,2.95,1129
0.37,Premium,I,VVS1,61.6,59.0,4.62,4.66,2.86,681
1.2,Very Good,G,VS2,62.4,59.0,6.68,6.74,4.19,7273
0.33,Premium,G,VS1,60.5,58.0,4.49,4.43,2.7,854
0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1183
1.21,Very Good,J,VS2,60.9,58.0,6.86,6.91,4.19,4816
0.6,Ideal,G,VVS1,61.5,56.0,5.44,5.47,3.35,2509
0.24,Good,F,VVS1,64.8,57.0,3.9,3.94,2.54,492
0.31,Ideal,G,VVS2,62.2,53.0,4.36,4.39,2.72,647
0.75,Premium,E,VS2,61.8,58.0,5.85,5.83,3.61,3150
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2398
0.79,Very Good,F,SI1,62.9,57.0,5.86,5.94,3.71,3519
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,600
1.19,Good,H,VS1,60.8,61.0,6.86,6.88,4.18,7152
0.3,Ideal,F,IF,61.3,58.0,4.29,4.33,2.64,873
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1440
0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2863
0.32,Ideal,E,VS2,62.0,55.0,4.46,4.38,2.74,900
0.76,Very Good,F,VVS1,59.6,58.0,5.91,5.96,3.54,4504
0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1656
0.73,Ideal,H,IF,61.6,55.0,5.8,5.82,3.58,3378
0.34,Ideal,F,IF,62.3,54.0,4.48,4.51,2.8,985
0.7,Ideal,F,VVS1,61.0,56.0,5.72,5.75,3.5,4951
2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,11554
0.31,Premium,I,VS2,59.8,60.0,4.42,4.38,2.63,558
1.0,Ideal,I,SI1,61.6,59.0,6.34,6.42,3.93,4133
0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,394
0.5,Ideal,F,IF,62.0,55.0,5.09,5.13,3.17,2645
1.21,Premium,J,VS1,61.0,60.0,6.88,6.83,4.18,4675
1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
1.07,Ideal,E,VS2,60.0,56.0,6.64,6.62,3.98,7190
0.57,Premium,E,SI1,62.2,55.0,5.36,5.31,3.32,1590
1.25,Premium,G,SI1,60.7,58.0,6.97,6.9,4.21,6856
1.5,Very Good,H,SI1,61.4,57.0,7.27,7.33,4.48,9035
1.15,Ideal,I,SI1,62.3,57.0,6.74,6.67,4.18,4925
0.6,Good,G,SI1,61.3,61.2,5.4,5.45,3.33,1565
0.31,Ideal,H,VVS1,62.2,56.0,4.37,4.34,2.71,907
0.35,Premium,H,VS2,61.8,56.0,4.58,4.54,2.82,709
2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,7421
1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,7204
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,3564
0.71,Premium,I,VS1,62.5,59.0,5.75,5.71,3.58,2202
0.34,Ideal,D,SI1,62.7,56.0,4.45,4.48,2.8,626
1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1,5034
0.34,Very Good,H,VS1,61.3,56.0,4.48,4.53,2.76,596
0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72,864
0.95,Premium,G,SI2,59.7,61.0,6.35,6.27,3.77,3830
1.03,Ideal,D,SI2,62.8,56.0,6.46,6.43,4.05,4764
1.23,Premium,I,SI1,59.6,60.0,6.96,6.93,4.14,5648
1.04,Ideal,G,VS2,62.6,55.0,6.45,6.49,4.05,6177
0.5,Very Good,G,VVS1,61.3,57.0,5.15,5.07,3.13,1940
0.57,Ideal,E,VVS1,61.8,56.0,5.33,5.35,3.3,2739
1.21,Premium,H,VS2,60.8,58.0,6.91,6.88,4.19,6710
1.05,Ideal,F,IF,61.7,56.0,6.48,6.56,4.02,13060
0.37,Very Good,D,VS1,61.1,58.0,4.66,4.7,2.86,820
1.2,Premium,E,VS2,62.0,59.0,6.78,6.71,4.18,8279
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,802
1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9731
0.32,Very Good,D,SI1,58.9,60.0,4.47,4.49,2.64,589
0.91,Good,E,SI1,63.1,58.0,6.12,6.17,3.88,4512
0.3,Ideal,D,VVS2,61.7,55.0,4.33,4.36,2.68,814
0.74,Premium,F,SI1,60.7,59.0,5.85,5.82,3.54,2415
1.98,Fair,H,VS1,58.3,69.0,8.28,8.17,4.8,12923
0.7,Ideal,E,SI1,62.3,56.0,5.68,5.72,3.55,2575
1.49,Very Good,F,I1,62.6,53.6,7.28,7.31,4.57,6064
1.0,Very Good,F,VVS2,63.2,56.0,6.42,6.37,4.04,8467
0.23,Very Good,E,VVS1,61.3,59.0,3.93,3.97,2.42,530
1.0,Premium,H,SI1,61.7,59.0,6.41,6.36,3.94,4144
1.33,Premium,H,SI1,61.5,59.0,7.06,7.03,4.33,7472
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,982
1.22,Very Good,G,VVS2,59.3,58.0,6.97,6.99,4.14,9706
0.61,Ideal,J,VS1,61.1,56.0,5.44,5.49,3.33,1569
0.3,Ideal,H,VVS1,62.2,55.0,4.3,4.32,2.68,665
0.3,Very Good,G,VS1,63.1,58.0,4.28,4.24,2.69,776
0.32,Ideal,D,VS2,61.3,56.0,4.4,4.44,2.71,719
0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31,1613
0.31,Good,H,VS1,63.1,57.0,4.31,4.34,2.73,544
0.57,Ideal,D,VS2,61.7,56.0,5.3,5.37,3.29,2099
1.5,Very Good,H,VVS2,62.9,59.0,7.26,7.31,4.58,11748
1.5,Good,G,SI2,64.3,57.0,7.2,7.29,4.66,8043
0.3,Premium,J,VS1,62.6,60.0,4.22,4.28,2.66,394
1.19,Ideal,F,VVS2,61.7,56.0,6.82,6.85,4.22,10436
0.33,Premium,G,VVS2,61.7,58.0,4.42,4.39,2.72,965
0.73,Ideal,E,VS2,61.5,56.0,5.79,5.82,3.57,3310
0.31,Ideal,H,IF,61.2,56.0,4.36,4.4,2.68,789
2.03,Premium,J,SI2,62.7,59.0,8.08,8.02,5.05,12380
0.34,Ideal,D,IF,62.1,57.0,4.46,4.52,2.79,2287
0.5,Ideal,F,SI1,59.9,56.0,5.09,5.36,3.13,1282
0.53,Good,E,VS2,63.7,55.0,5.12,5.15,3.27,1607
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3459
0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,442
0.51,Ideal,F,VS1,61.9,56.0,5.11,5.17,3.18,1744
0.47,Good,E,VVS1,65.2,56.0,4.86,4.89,3.18,1613
0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,1041
0.31,Ideal,G,VVS2,62.2,55.0,4.32,4.36,2.7,565
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,10016
0.31,Premium,F,VVS1,61.8,59.0,4.35,4.33,2.68,959
0.31,Premium,G,VS1,62.4,58.0,4.34,4.31,2.7,802
0.9,Premium,F,SI2,61.4,58.0,6.13,6.19,3.78,3619
0.9,Good,E,SI1,62.4,62.0,6.13,6.17,3.84,4054
0.95,Premium,G,SI2,58.8,60.0,6.35,6.31,3.72,2937
0.7,Premium,E,SI1,61.0,57.0,5.73,5.68,3.48,2777
0.58,Ideal,G,SI2,62.0,57.0,5.35,5.29,3.3,1134
0.3,Very Good,G,SI2,63.3,57.0,4.28,4.25,2.7,506
0.96,Ideal,H,SI2,62.1,57.0,6.3,6.35,3.93,4213
2.01,Premium,I,SI2,62.1,60.0,8.1,8.03,5.01,9658
0.52,Ideal,D,VS2,61.8,57.0,5.16,5.2,3.2,1822
1.09,Ideal,H,VS2,61.4,57.0,6.61,6.65,4.07,6419
1.0,Good,G,SI2,63.8,56.0,6.23,6.31,4.0,3949
1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,4357
0.9,Ideal,H,VVS2,62.0,57.0,6.2,6.15,3.83,4838
0.4,Ideal,H,SI1,62.0,56.0,4.68,4.74,2.92,666
0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637
1.28,Ideal,G,I1,61.6,57.0,6.93,6.96,4.28,4428
1.24,Premium,H,SI2,62.1,58.0,6.92,6.88,4.28,4854
2.13,Ideal,H,SI1,62.2,55.0,8.2,8.27,5.12,18275
0.42,Premium,E,VS1,62.3,57.0,4.83,4.8,3.0,1040
0.52,Ideal,D,VS2,62.2,56.0,5.13,5.16,3.2,1822
1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,8131
1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9,4238
0.32,Premium,E,VS2,59.3,58.0,4.45,4.49,2.65,580
0.45,Ideal,G,VS1,62.8,58.0,4.83,4.88,3.05,1055
0.72,Ideal,F,SI1,62.1,55.0,5.73,5.8,3.58,2440
0.49,Ideal,E,VS2,61.3,55.0,5.11,5.13,3.14,1609
0.64,Very Good,E,VVS2,61.8,59.0,5.51,5.53,3.41,3541
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1289
0.91,Very Good,E,VS2,61.1,58.0,6.2,6.28,3.81,5145
1.07,Ideal,H,SI1,61.0,56.0,6.6,6.68,4.05,5281
1.0,Very Good,E,SI1,59.6,60.0,6.43,6.48,3.85,5351
0.58,Ideal,E,VS2,61.1,57.0,5.39,5.41,3.3,1884
0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,969
0.93,Premium,J,VS1,60.3,58.0,6.37,6.31,3.82,3062
1.02,Good,E,SI1,63.2,61.0,6.31,6.37,4.01,5183
0.28,Very Good,D,VVS1,60.3,62.0,4.22,4.24,2.55,596
2.05,Premium,D,SI1,60.4,58.0,8.26,8.16,4.96,17776
0.8,Ideal,D,SI2,61.5,58.0,5.97,6.0,3.68,3173
1.5,Good,J,VS2,59.6,60.0,7.31,7.38,4.38,7368
0.5,Very Good,D,SI2,60.8,55.0,5.14,5.16,3.13,1306
0.71,Ideal,E,SI2,62.6,55.0,5.72,5.68,3.57,1991
0.72,Ideal,H,SI2,61.5,56.0,5.8,5.75,3.55,2131
0.33,Very Good,E,SI1,60.3,60.0,4.47,4.49,2.7,579
0.5,Ideal,E,VS1,61.9,55.0,5.08,5.13,3.16,1675
1.21,Ideal,J,SI1,60.4,54.0,6.86,6.89,4.15,5232
0.32,Ideal,E,VVS1,61.7,56.0,4.4,4.42,2.72,954
1.51,Premium,I,VS2,62.3,60.0,7.35,7.29,4.56,8997
0.35,Very Good,H,SI1,63.3,54.0,4.53,4.51,2.86,647
1.19,Premium,H,VS2,61.1,58.0,6.83,6.78,4.16,6944
0.32,Ideal,F,VS1,61.9,56.0,4.36,4.4,2.71,702
0.32,Premium,J,IF,61.2,59.0,4.44,4.41,2.71,684
0.51,Very Good,E,VS1,58.1,60.0,5.28,5.32,3.08,1583
0.71,Very Good,F,SI2,61.4,56.0,5.71,5.73,3.51,3075
0.53,Very Good,G,SI1,61.6,57.0,5.18,5.21,3.2,1336
0.71,Ideal,D,SI1,61.4,56.0,5.7,5.74,3.51,3674
0.31,Ideal,H,IF,62.2,54.0,4.38,4.4,2.73,789
0.3,Fair,F,VS2,64.5,55.0,4.31,4.19,2.74,662
0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,2373
0.9,Premium,E,VS1,59.4,59.0,6.31,6.28,3.74,5438
1.5,Ideal,H,SI2,62.8,55.0,7.27,7.31,4.58,8614
0.26,Good,E,VVS1,59.4,61.0,4.13,4.15,2.46,597
0.65,Premium,F,VS2,59.0,62.0,5.68,5.65,3.34,1853
1.11,Premium,D,SI1,62.0,58.0,6.68,6.64,4.13,6962
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,7697
0.78,Ideal,J,VS1,61.9,57.0,5.88,5.91,3.65,2365
0.31,Ideal,J,VVS2,61.8,54.0,4.38,4.39,2.71,453
0.3,Premium,D,SI1,62.2,58.0,4.31,4.28,2.67,709
0.44,Good,H,SI1,63.5,57.0,4.82,4.85,3.07,733
0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,814
0.59,Very Good,F,VS2,60.1,57.0,5.44,5.48,3.28,1813
0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1676
0.52,Very Good,E,VS2,59.2,59.0,5.23,5.27,3.11,1601
0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2782
0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,590
0.54,Very Good,D,VS2,61.1,59.0,5.25,5.29,3.22,1583
0.78,Ideal,D,VS2,62.2,55.0,5.87,5.97,3.68,3864
0.4,Very Good,J,IF,62.2,61.0,4.68,4.71,2.92,828
0.41,Very Good,E,VS1,59.8,61.0,4.79,4.85,2.88,1079
0.3,Ideal,G,VVS1,62.2,56.0,4.27,4.31,2.67,753
0.43,Premium,H,VS1,60.0,59.0,4.98,4.86,2.95,1113
2.21,Premium,H,SI2,62.9,60.0,8.27,8.23,5.19,13369
0.34,Ideal,G,VVS2,61.6,56.0,4.49,4.47,2.76,995
0.73,Premium,I,VS2,59.7,59.0,5.94,5.81,3.51,2365
0.4,Ideal,D,VS2,60.8,59.0,4.71,4.76,2.88,917
0.42,Ideal,F,VS1,62.3,55.0,4.77,4.79,2.98,1031
0.44,Ideal,D,VS2,60.4,56.0,4.91,4.95,2.98,1081
1.2,Ideal,D,SI2,61.7,56.0,6.88,6.81,4.22,6740
0.33,Very Good,I,SI1,62.8,58.0,4.39,4.43,2.77,445
1.2,Very Good,J,SI2,59.6,62.0,6.9,6.95,4.13,3880
0.71,Very Good,F,VVS1,61.8,58.0,5.63,5.73,3.51,3692
1.01,Premium,G,SI2,61.9,60.0,6.37,6.33,3.93,4525
2.01,Ideal,I,SI1,64.8,62.0,7.92,7.82,5.1,16287
2.0,Very Good,E,SI2,63.5,59.0,7.9,7.98,5.04,15864
0.26,Premium,E,VVS1,61.8,58.0,4.14,4.11,2.55,769
0.41,Ideal,F,VS2,61.8,57.0,4.73,4.78,2.94,863
0.79,Premium,E,VS1,62.6,56.0,5.92,5.87,3.69,3583
0.41,Ideal,F,VS1,60.6,57.0,4.79,4.84,2.92,1007
0.79,Very Good,D,VS1,58.8,60.0,6.03,6.08,3.56,3798
0.31,Fair,D,VVS2,54.2,65.0,4.61,4.58,2.49,997
1.01,Fair,F,SI1,67.2,60.0,6.06,6.0,4.05,4276
1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58,8388
1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91,4317
1.7,Ideal,D,SI2,60.7,56.0,7.78,7.71,4.7,8911
0.5,Very Good,H,VS1,61.0,56.0,5.1,5.13,3.12,1598
0.71,Premium,D,SI1,61.3,58.0,5.73,5.75,3.52,2797
0.31,Ideal,H,VVS2,61.5,56.0,4.37,4.35,2.68,802
1.52,Good,F,VS1,63.4,60.0,7.25,7.3,4.61,16519
0.32,Ideal,G,VVS1,62.2,53.0,4.42,4.45,2.76,814
0.24,Good,E,VVS1,63.8,56.0,3.95,3.98,2.53,499
1.54,Very Good,F,SI1,58.8,60.0,7.54,7.59,4.45,11650
1.03,Ideal,G,VS1,62.0,54.8,6.46,6.5,4.02,6913
0.5,Ideal,F,VS1,62.5,57.0,5.06,5.09,3.17,1710
0.71,Very Good,D,SI1,62.4,54.0,5.71,5.79,3.59,2887
1.21,Very Good,I,SI2,60.0,58.0,6.89,6.97,4.16,4929
0.96,Very Good,D,SI2,60.0,60.0,6.43,6.47,3.87,4060
0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,936
1.01,Premium,H,SI1,61.9,59.0,6.35,6.32,3.92,4191
0.71,Premium,F,SI2,62.1,60.0,5.7,5.66,3.53,2275
0.33,Premium,D,SI1,60.4,60.0,4.46,4.41,2.68,780
0.68,Good,F,SI1,61.2,61.0,5.59,5.63,3.43,1924
0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,2947
0.94,Ideal,F,VS2,61.2,57.0,6.29,6.33,3.86,7120
1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8977
0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2371
0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,435
1.02,Premium,F,SI2,62.5,60.0,6.36,6.43,4.0,4459
0.4,Very Good,G,SI1,61.0,56.0,4.77,4.8,2.92,711
0.36,Premium,F,VS2,58.5,58.0,4.69,4.65,2.73,869
0.57,Ideal,H,VVS1,60.9,56.0,5.36,5.38,3.27,1949
1.12,Good,I,VS2,63.8,55.0,6.63,6.57,4.21,4853
1.56,Premium,F,SI2,63.0,58.0,7.35,7.28,4.66,6971
0.43,Ideal,E,SI1,62.3,57.0,4.82,4.78,2.99,1016
0.52,Ideal,E,VS2,60.4,57.0,5.17,5.22,3.14,1576
0.92,Premium,E,SI1,59.4,62.0,6.3,6.24,3.73,4183
0.46,Very Good,E,VS1,62.9,52.0,4.9,4.95,3.1,1257
0.34,Fair,J,SI1,64.5,57.0,4.38,4.36,2.82,497
2.08,Very Good,D,SI2,60.1,59.0,8.29,8.37,5.01,18405
0.71,Ideal,E,VS2,61.0,55.0,5.79,5.75,3.52,2863
0.39,Ideal,E,VS1,59.9,57.0,4.78,4.8,2.87,889
0.56,Ideal,G,VS2,61.2,56.0,5.29,5.33,3.25,1580
1.5,Very Good,D,SI2,63.3,57.0,7.27,7.2,4.58,8518
0.43,Good,D,VS2,59.9,61.0,4.84,4.88,2.91,976
0.59,Premium,J,VS2,62.7,61.0,5.35,5.28,3.33,1055
1.02,Very Good,G,VS1,62.6,58.0,6.36,6.46,4.01,6301
1.01,Very Good,E,VS1,57.7,62.0,6.57,6.63,3.81,8668
0.31,Premium,I,VS1,63.0,58.0,4.32,4.29,2.71,628
1.0,Very Good,F,SI1,63.2,54.0,6.3,6.23,3.96,4088
0.31,Very Good,G,VS2,60.7,61.0,4.33,4.37,2.64,544
1.54,Very Good,I,SI2,60.1,61.0,7.41,7.46,4.47,7589
0.55,Ideal,D,VS1,61.3,56.0,5.28,5.32,3.25,2251
2.01,Very Good,I,VS2,62.5,58.0,7.97,8.05,5.01,15819
1.11,Very Good,I,SI2,61.2,61.0,6.65,6.69,4.08,3956
1.52,Very Good,E,SI2,63.3,58.0,7.31,7.25,4.61,10214
0.38,Premium,D,SI2,62.1,55.0,4.65,4.62,2.88,812
0.41,Very Good,E,SI1,63.1,57.0,4.78,4.73,3.0,904
0.88,Very Good,H,VS2,63.2,57.0,6.08,6.15,3.87,3472
0.79,Premium,D,SI1,61.4,59.0,5.89,5.96,3.64,3112
0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,561
0.71,Very Good,D,VS2,62.5,60.0,5.61,5.65,3.52,2745
0.51,Ideal,G,VS1,61.7,55.0,5.14,5.17,3.18,1656
0.3,Very Good,F,SI2,62.3,58.0,4.28,4.32,2.68,394
1.5,Good,G,SI2,64.3,57.0,7.29,7.2,4.66,8190
0.72,Premium,J,SI1,60.4,61.0,5.87,5.82,3.53,1579
0.72,Very Good,E,SI1,63.3,56.0,5.67,5.71,3.6,3183
0.8,Very Good,I,SI2,60.7,56.0,6.01,6.03,3.66,2329
0.31,Premium,G,VS2,59.8,60.0,4.43,4.4,2.64,698
0.33,Ideal,E,VS1,61.1,56.0,4.45,4.48,2.73,850
1.21,Premium,F,VS1,61.6,58.0,6.88,6.82,4.22,8196
1.5,Premium,G,SI2,60.7,61.0,7.36,7.33,4.46,8736
0.91,Ideal,D,VS2,60.9,57.0,6.26,6.32,3.83,6444
0.3,Premium,F,VVS2,61.6,58.0,4.28,4.35,2.66,737
1.25,Very Good,F,SI1,61.4,56.0,6.91,6.94,4.25,7956
0.76,Premium,E,SI1,61.1,58.0,5.91,5.85,3.59,2897
1.01,Very Good,E,SI1,64.1,56.0,6.29,6.35,4.05,5479
1.2,Premium,J,VS1,62.0,59.0,6.77,6.72,4.18,4704
0.3,Ideal,D,VS2,59.5,56.0,4.41,4.37,2.61,778
0.71,Premium,E,VS2,62.7,58.0,5.74,5.68,3.58,2776
0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,1957
1.01,Good,E,VS2,63.9,59.0,6.34,6.31,4.04,6968
0.51,Ideal,I,VVS2,62.5,54.3,5.09,5.12,3.19,1316
0.55,Ideal,J,SI1,62.5,57.0,5.24,5.22,3.27,1059
0.41,Ideal,E,VVS2,62.5,57.0,4.71,4.76,2.96,1013
0.31,Ideal,D,VS1,61.6,54.0,4.33,4.37,2.68,696
1.2,Very Good,H,SI2,62.9,56.0,6.74,6.77,4.25,5257
0.71,Premium,I,VVS2,61.9,60.0,5.75,5.69,3.54,2450
1.87,Ideal,J,SI1,62.3,57.0,7.82,7.88,4.89,9955
0.33,Ideal,D,VS2,62.3,56.0,4.46,4.43,2.77,1002
2.21,Premium,J,SI2,60.6,62.0,8.45,8.37,5.1,12327
0.66,Ideal,D,VVS2,61.6,57.0,5.57,5.64,3.45,3103
0.81,Very Good,E,SI1,61.9,58.0,5.92,5.97,3.68,3243
0.3,Ideal,G,VVS2,62.2,55.0,4.33,4.29,2.68,878
0.7,Good,F,VS2,62.9,58.0,5.61,5.65,3.54,2362
0.78,Ideal,F,SI1,61.0,55.0,6.0,5.96,3.65,3036
0.92,Ideal,H,VVS1,62.1,54.0,6.26,6.23,3.88,5886
0.31,Ideal,D,SI1,61.8,56.0,4.34,4.37,2.69,571
0.71,Premium,I,VVS1,62.0,58.0,5.65,5.7,3.52,2549
0.32,Ideal,E,VS2,61.4,56.0,4.43,4.4,2.71,900
1.08,Very Good,G,VS2,62.0,57.0,6.52,6.55,4.05,6168
1.0,Very Good,F,SI1,61.8,58.0,6.37,6.44,3.96,5058
1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61,9290
0.5,Premium,E,SI1,62.0,59.0,5.1,5.06,3.15,1415
0.31,Ideal,H,VS2,62.0,57.0,4.38,4.33,2.7,628
0.26,Ideal,E,VS1,61.8,55.0,4.13,4.09,2.54,580
0.51,Premium,F,VS2,62.4,58.0,5.13,5.1,3.19,1574
0.31,Ideal,E,VS2,61.6,56.0,4.37,4.4,2.7,680
0.71,Ideal,F,VVS1,62.0,56.0,5.72,5.77,3.56,4454
0.32,Premium,H,VS1,61.3,60.0,4.38,4.33,2.67,720
0.49,Premium,F,SI1,60.5,60.0,5.1,5.08,3.08,1072
2.1,Very Good,H,SI2,63.0,57.0,8.08,8.13,5.11,16479
0.52,Ideal,G,VVS2,62.3,55.0,5.16,5.12,3.2,2012
0.3,Ideal,D,VS1,62.0,57.0,4.27,4.31,2.66,720
0.33,Premium,I,VS1,62.7,58.0,4.43,4.4,2.77,668
0.7,Good,E,SI1,63.3,60.0,5.56,5.59,3.53,2569
0.9,Good,H,VS2,64.0,57.0,6.14,6.11,3.92,3538
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4419
0.3,Ideal,E,VS1,60.7,57.0,4.31,4.36,2.63,710
0.25,Very Good,F,VVS2,60.4,59.0,4.09,4.12,2.48,575
0.32,Ideal,D,SI1,62.0,55.0,4.37,4.47,2.74,589
0.5,Good,D,VS2,64.0,56.0,5.02,5.04,3.22,1589
1.01,Premium,G,VS1,62.6,59.0,6.43,6.38,4.01,6618
1.06,Premium,G,VVS2,59.6,58.0,6.61,6.65,3.95,8003
1.0,Very Good,H,VVS1,62.3,60.0,6.28,6.36,3.94,6022
